character_id,primary_name,alias_text,alias_type,action,rule,note
939,Daigian Moseneillin,Daigian Moseneillin,primary,PROMOTE,promotion,from 'Daigian'
939,Daigian Moseneillin,little Aes Sedai,epithet,KEEP,,
939,Daigian Moseneillin,plump Daigian,epithet,DROP,descriptor_epithet,
943,Reanne Corly,Eldest Sister,title,REVIEW,generic_role,
943,Reanne Corly,Mistress Corly,title,DROP,rank_decorated,
945,Garenia Rosoinde,Garenia Rosoinde,primary,PROMOTE,promotion,from 'Garenia'
946,Enid,chief cook,epithet,KEEP,,
948,Sarainya Vostovan,Sarainya Vostovan,primary,PROMOTE,promotion,from 'Sarainya'
949,Moridin,Death,epithet,KEEP,,
949,Moridin,wanderer,epithet,KEEP,,How he describes himself to Rand
949,Moridin,Great Master,title,KEEP,,Madic addresses him as Great Master
949,Moridin,Nae'blis,title,KEEP,,
953,Riselle,Lady Riselle,title,DROP,rank_decorated,
955,Pol,Merilille's maid,epithet,KEEP,,
956,Careane,Green,epithet,KEEP,,
956,Careane,stocky Green,epithet,KEEP,,
959,Sumeko Karistovan,Sumeko Karistovan,primary,PROMOTE,promotion,from 'Sumeko'
961,Seaine,Sitter,title,KEEP,,
961,Seaine,Sitter for the White,title,KEEP,,
962,Pevara,Red Sitter,title,KEEP,,
963,Talene Minly,Black sister,epithet,REVIEW,generic_role,
963,Talene Minly,statuesque Green,epithet,KEEP,,
963,Talene Minly,Sitter,title,KEEP,,Green Ajah Sitter
966,Shalon din Togara Morning Tide,Sea Folk wilder,epithet,KEEP,,
966,Shalon din Togara Morning Tide,Sea Folk woman,epithet,KEEP,,
966,Shalon din Togara Morning Tide,Windfinder,title,KEEP,,
966,Shalon din Togara Morning Tide,Windfinder to Clan Shodein,title,KEEP,,
966,Shalon din Togara Morning Tide,Windfinder to Harine din Togara,title,KEEP,,
967,Derah din Selaan Rising Wave,Sailmistress,title,KEEP,,
967,Derah din Selaan Rising Wave,Sailmistress of White Spray,title,KEEP,,
968,Taval din Chanai Nine Gulls,Windfinder of White Spray,title,KEEP,,
969,Elver Shaene,Captain Shaene,title,KEEP,,
970,Tai'daishar,big black,epithet,KEEP,,
970,Tai'daishar,big black gelding,epithet,KEEP,,
970,Tai'daishar,"big, fiery-eyed black gelding",epithet,KEEP,,
970,Tai'daishar,black gelding,epithet,KEEP,,
970,Tai'daishar,Lord of Glory,epithet,KEEP,,
970,Tai'daishar,the gelding,epithet,KEEP,,
971,Seiera,mouse-colored mare,epithet,KEEP,,
972,Caraline Damodred,High Seat of House Damodred,title,KEEP,,She declares this herself when Samitsu knocks her over
972,Caraline Damodred,Lady Caraline,title,DROP,rank_decorated,
972,Caraline Damodred,Lady Caraline Damodred,title,DROP,rank_decorated,
973,Toram Riatin,tall pale man,epithet,KEEP,,
973,Toram Riatin,the ugly one,epithet,KEEP,,"Fain's insult, not a real alias"
973,Toram Riatin,Lord Toram Riatin,title,DROP,rank_decorated,
974,Daved Hanlon,Captain of the Queen's Bodyguard,title,KEEP,,False rank gained through the assassination plot
977,Niande,"plump, pale-haired sparrow",epithet,KEEP,,Min's description
977,Niande,the Gray,epithet,KEEP,,
978,Ander Tol,skinny farmer,epithet,KEEP,,
978,Ander Tol,toothless fellow,epithet,KEEP,,
978,Ander Tol,Master Tol,title,DROP,rank_decorated,
980,Famelle Juarde,Famelle Juarde,primary,PROMOTE,promotion,from 'Famelle'
982,Janira,graying Saldaean woman,epithet,KEEP,,
988,Sibella,scrawny yellow-haired woman,epithet,KEEP,,
989,Renaile din Calon Blue Star,Windfinder to Nesta din Reas Two Moons,title,KEEP,,
989,Renaile din Calon Blue Star,Windfinder to the Mistress of the Ships,title,KEEP,,
989,Renaile din Calon Blue Star,Windfinder to the Mistress of the Ships to the Atha'an Miere,title,KEEP,,
995,Cairdin,Brother to the Eagle,epithet,REVIEW,generic_role,"Described as 'a young Brother to the Eagle', i.e. Far Aldazar Din"
996,Laerad,Water Seeker,epithet,KEEP,,Described as 'grizzled Water Seeker'
1000,Gregorin den Lushenos,Lord Gregorin,title,DROP,rank_decorated,
1001,Mattin Stepaneos,King Mattin,title,KEEP,,
1001,Mattin Stepaneos,King of Illian,title,KEEP,,
1002,Ethenielle,Ethenielle of Kandor,epithet,KEEP,,
1002,Ethenielle,Majesty,title,KEEP,,
1002,Ethenielle,Queen of Kandor,title,KEEP,,
1002,Ethenielle,Throne of the Clouds,title,KEEP,,
1003,Serailla,First Councilor,title,KEEP,,
1003,Serailla,Lady Serailla,title,DROP,rank_decorated,
1004,Baldhere,Lord Baldhere,title,DROP,rank_decorated,
1004,Baldhere,Swordbearer,title,KEEP,,
1004,Baldhere,Swordbearer to the Throne of the Clouds,title,KEEP,,
1006,Paitar Nachiman,Paitar of Arafel,epithet,KEEP,,
1006,Paitar Nachiman,King of Arafel,title,KEEP,,
1007,Tenobia si Bashere Kazadi,Tenobia si Bashere Kazadi,primary,PROMOTE,promotion,from 'Tenobia'
1007,Tenobia si Bashere Kazadi,Tenobia of Saldaea,epithet,KEEP,,
1007,Tenobia si Bashere Kazadi,Her Illumined Majesty,title,KEEP,,
1007,Tenobia si Bashere Kazadi,High Seat of House Kazadi,title,KEEP,,
1007,Tenobia si Bashere Kazadi,"Lady of Shahayni, Asnelle, Kunwar and Ganai",title,KEEP,,
1007,Tenobia si Bashere Kazadi,Queen of Saldaea,title,KEEP,,
1007,Tenobia si Bashere Kazadi,Shield of the North and Sword of the Blightborder,title,KEEP,,
1010,Kyril Shianri,Lord Shianri,title,DROP,rank_decorated,
1011,Alesune Chulin,shatayan of the royal household,title,KEEP,,
1016,Turanna Norill,White sister,epithet,REVIEW,generic_role,
1022,Kirstian Chalwin,Kirstian Chalwin,primary,PROMOTE,promotion,from 'Kirstian'
1024,Chilares Arman,Chilares Arman,primary,PROMOTE,promotion,from 'Chilares'
1024,Chilares Arman,"willowy, doe-eyed Chilares",epithet,KEEP,,
1027,Rainyn,Windfinder,title,KEEP,,Serves on a darter
1028,Talaan din Gelyn,Talaan din Gelyn,primary,PROMOTE,promotion,from 'Talaan'
1028,Talaan din Gelyn,apprentice Windfinder,epithet,KEEP,,
1029,Metarra din Junalle,Metarra din Junalle,primary,PROMOTE,promotion,from 'Metarra'
1029,Metarra din Junalle,apprentice Windfinder,epithet,KEEP,,
1030,Senine,Windfinder,title,KEEP,,Former Windfinder to the Mistress of the Ships before Nesta din Reas; now serves on a soarer
1034,Alise Tenjile,Alise Tenjile,primary,PROMOTE,promotion,from 'Alise'
1037,Caire din Gelyn Running Wave,Caire din Gelyn Running Wave,primary,PROMOTE,promotion,from 'Caire'
1037,Caire din Gelyn Running Wave,Windfinder to a clan Wavemistress,title,KEEP,,
1038,Tebreille din Gelyn South Wind,Tebreille din Gelyn South Wind,primary,PROMOTE,promotion,from 'Tebreille'
1038,Tebreille din Gelyn South Wind,Caire's blood-sister,epithet,KEEP,,
1038,Tebreille din Gelyn South Wind,Windfinder to a clan Wavemistress,title,KEEP,,
1042,Nevarin,green-eyed Wise One,epithet,KEEP,,
1042,Nevarin,Wise One,title,KEEP,,
1043,Furen Alharra,Furen Alharra,primary,PROMOTE,promotion,from 'Furen'
1058,Stayer,the bay,epithet,KEEP,,
1062,Ortis,Squad-man Ortis,title,KEEP,,
1067,Corgaide,Holder of the Keys,title,KEEP,,
1068,Demetre Marcolin,First Captain Marcolin,title,KEEP,,
1068,Demetre Marcolin,First Captain of the Companions,title,KEEP,,
1069,Rosana,High Lady Rosana,title,DROP,rank_decorated,newly raised to High Lady
1071,Pelivar Coelan,Pelivar Coelan,primary,PROMOTE,promotion,from 'Pelivar'
1071,Pelivar Coelan,High Seat of House Coelan,title,KEEP,,
1071,Pelivar Coelan,Lord Pelivar,title,DROP,rank_decorated,
1072,Arathelle Renshar,Arathelle Renshar,primary,PROMOTE,promotion,from 'Arathelle'
1072,Arathelle Renshar,High Seat of House Renshar,title,KEEP,,
1072,Arathelle Renshar,Lady Arathelle,title,DROP,rank_decorated,
1080,Moria Karentanis,Moria Karentanis,primary,PROMOTE,promotion,from 'Moria'
1082,Aemlyn Carand,Aemlyn Carand,primary,PROMOTE,promotion,from 'Aemlyn'
1082,Aemlyn Carand,High Seat of House Carand,title,KEEP,,
1083,Culhan Carand,Culhan Carand,primary,PROMOTE,promotion,from 'Culhan'
1084,Donel do Morny a'Lordeine,Donel do Morny a'Lordeine,primary,PROMOTE,promotion,from 'Donel'
1084,Donel do Morny a'Lordeine,Lord Donel,title,DROP,rank_decorated,
1085,Cian do Mehon a'Macansa,Cian do Mehon a'Macansa,primary,PROMOTE,promotion,from 'Cian'
1085,Cian do Mehon a'Macansa,blocky Cian,epithet,KEEP,,
1086,Segan do Avharin a'Roos,Segan do Avharin a'Roos,primary,PROMOTE,promotion,from 'Segan'
1090,Roedran Almaric do Arreloa a'Naloy,Roedran Almaric do Arreloa a'Naloy,primary,PROMOTE,promotion,from 'Roedran'
1090,Roedran Almaric do Arreloa a'Naloy,King Roedran,title,KEEP,,
1096,Rodrivar Tihera,Captain of the Stone,title,KEEP,,
1097,Bertome Saighan,Lord Bertome,title,DROP,rank_decorated,
1098,Ailil Riatin,dainty Ailil,epithet,KEEP,,
1098,Ailil Riatin,pale Lady Ailil,epithet,KEEP,,
1098,Ailil Riatin,Lady Ailil,title,DROP,rank_decorated,
1105,Assid Bakuun,Captain Bakuun,title,KEEP,,
1106,Tiras,First Lieutenant,title,KEEP,,
1107,Nerith,sul'dam,title,KEEP,,
1108,Varil Nensen,Soldier Nensen,title,KEEP,,
1109,Arlen Nalaam,Soldier Nalaam,title,KEEP,,
1110,Denharad,Lance-captain,title,KEEP,,title for Ailil's cavalry officer
1111,Furyk Karede,Banner-General Furyk Karede,title,KEEP,,
1116,Kennar Miraj,morat'raken,epithet,KEEP,,
1116,Kennar Miraj,Captain-General,title,KEEP,,
1116,Kennar Miraj,Lord Captain-General,title,KEEP,,
1117,Abaldar Yulan,Air Captain Yulan,title,KEEP,,
1117,Abaldar Yulan,Captain of the Air,title,KEEP,,
1117,Abaldar Yulan,Lord Abaldar Yulan,title,DROP,rank_decorated,
1118,Lisaine Jarath,der'sul'dam,title,KEEP,,
1119,Varek,under-lieutenant,epithet,KEEP,,
1120,Chianmai,Banner-General Chianmai,title,KEEP,,
1123,Velina,White Sitter,epithet,KEEP,,Sits for the White Ajah
1124,Shevan,Brown Sitter,epithet,KEEP,,Sits for the Brown Ajah
1125,Duhara,Red Sitter,epithet,KEEP,,Sits for the Red Ajah; aware of Elaida's dominance
1126,Sedore,Yellow Sitter,epithet,KEEP,,Sits for the Yellow Ajah
1127,Rubinde,Green Sitter,epithet,KEEP,,Sits for the Green Ajah; described as Mayener
1131,Saerin Asnobar,Brown Sitter,epithet,KEEP,,
1132,Yukiri,Gray Sitter,title,KEEP,,
1133,Doesine,Yellow Sitter,epithet,KEEP,,
1139,Sparrow,mare,epithet,KEEP,,
1143,Lelaine Akashi,Lelaine Sedai,title,DROP,rank_decorated,
1143,Lelaine Akashi,Sitter for the Blue Ajah,title,KEEP,,
1144,Careane Fransi,Green sister,epithet,REVIEW,generic_role,
1144,Careane Fransi,stocky Green,epithet,KEEP,,
1144,Careane Fransi,the Domani Green,epithet,KEEP,,
1146,Samitsu,slim Yellow sister,epithet,REVIEW,generic_role,
1147,Marac,Lord Marac,title,DROP,rank_decorated,
1150,Nadere,Wise One,title,KEEP,,
1151,Monaelle,Wise One,title,KEEP,,
1152,Tamela,Wise One,title,KEEP,,
1153,Viendre,Wise One,title,KEEP,,
1154,Shyanda,Wise One,title,KEEP,,
1162,Mezar Kurin,Windfinder,title,KEEP,,
1171,Gerard Arganda,First Captain,title,KEEP,,
1180,Caseille Raskovni,lieutenant,title,REVIEW,generic_role,
1180,Caseille Raskovni,under-lieutenant,title,KEEP,,
1187,Alivia,former damane,epithet,KEEP,,
1187,Alivia,golden-haired woman,epithet,KEEP,,
1187,Alivia,hawk-eyed woman,epithet,KEEP,,
1187,Alivia,strange wilder,epithet,KEEP,,Cadsuane's description
1187,Alivia,very peculiar wilder,epithet,KEEP,,
1191,Lemore,Larie,nickname,KEEP,,her damane name given by the Seanchan
1194,Doilin Mellar,Captain Mellar,title,KEEP,,
1194,Doilin Mellar,Captain of the Queen's Bodyguard,title,KEEP,,
1194,Doilin Mellar,Captain of the Royal Guards,title,KEEP,,
1194,Doilin Mellar,Guardsman-Captain Mellar,title,KEEP,,
1194,Doilin Mellar,Guardsman-Lieutenant Mellar,title,KEEP,,
1201,Shielyn,Windfinder,title,KEEP,,Zaida's own Windfinder
1202,Merise,lovely woman,epithet,KEEP,,
1202,Merise,the stern-faced sister,epithet,REVIEW,generic_role,
1208,Selucia,dresser,epithet,KEEP,,
1208,Selucia,shadow,epithet,KEEP,,Secret bodyguard role
1208,Selucia,Tuon's golden-haired so'jhin,epithet,KEEP,,
1208,Selucia,so'jhin,title,KEEP,,Her rank as a so'jhin (hereditary upper servant)
1209,Anath,Soe'feia,title,KEEP,,Tuon's Truthspeaker
1209,Anath,Truthspeaker,title,KEEP,,
1210,Musenge,Captain Musenge,title,KEEP,,
1211,Yuril,secretary,epithet,KEEP,,Public role; also secretly Tuon's Hand commanding her Seekers
1211,Yuril,Hand,title,KEEP,,Commands Tuon's Seekers for Truth
1212,Lidya,damane,epithet,KEEP,,
1213,Ianelle,sul'dam,title,KEEP,,
1214,Dali,damane,epithet,KEEP,,
1215,Dani,damane,epithet,KEEP,,
1216,Charral,damane,epithet,KEEP,,
1217,Sera,damane,epithet,KEEP,,
1218,Mylen,damane,epithet,KEEP,,
1219,Catrona,sul'dam,title,KEEP,,
1220,Tehan,Captain Tehan,title,KEEP,,
1221,Neferi,Soe'feia,title,KEEP,,Was Tuon's previous Truthspeaker before dying
1224,Calwyn Sutoma,Master Sutoma,title,DROP,rank_decorated,
1227,Guisin,damane,epithet,KEEP,,
1228,Darnella Shoran,innkeeper,epithet,REVIEW,generic_role,
1228,Darnella Shoran,Mistress Shoran,title,DROP,rank_decorated,
1230,Moad,Swordmaster,title,KEEP,,
1231,Nethan,Warder,title,KEEP,,
1232,Bassane,Warder,title,KEEP,,
1234,Aleis Barsalla,First Counsel,title,KEEP,,
1234,Aleis Barsalla,First Counsel of Far Madding,title,KEEP,,
1237,Rasoria Domanche,Hunter for the Horn,epithet,KEEP,,
1238,Kayen Yokata,Lord of Fal Eisen,title,KEEP,,
1240,Nestelle din Sakura South Star,Windfinder,title,KEEP,,
1241,Mistress Keene,innkeeper,epithet,REVIEW,generic_role,innkeeper of The Counsel's Head
1242,Mistress Gallger,innkeeper,epithet,REVIEW,generic_role,innkeeper of The Golden Wheel
1244,Timna,Guide,title,KEEP,,"One of the Guides on Tremalking, chosen to protect the Atha'an Miere from themselves"
1245,Nisa,stout mare,epithet,KEEP,,
