db_file,character_id,primary_name,old_value,new_value,rationale
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,63,Ara,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,66,Governor Adan,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,84,Arin,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,85,Dar,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,16,Thom Merrilin,from Baerlon area,"Baerlon, Andor",Phase 3: strip 'from ... area' style; apply compound-hierarchy. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,128,Raimun Holdwin,Andoran (from the local area),Andor,Phase 3: strip 'from the local area' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,54,Aemon al Caar al Thorin,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,55,Eldrene ay Ellan ay Carlan,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,88,Caar,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,90,Thorin al'Toren al Ban,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,86,Mordeth,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,87,Balwen Mayel,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,120,Howal Gode,Whitebridge (from context),"Whitebridge, Andor",Phase 3: strip 'from context' hedge and apply compound-hierarchy. Howal Gode pattern; consistent with book-3 application.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,104,Wil al'Seen,Two Rivers (from Deven Ride),"Deven Ride, Two Rivers, Andor","Phase 3: compound-hierarchy expansion: village, region, nation. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,143,Galadedrid Damodred,Cairhienin (by father) / Andoran (by upbringing),Andor,Phase 3: Galadedrid Damodred. Collapse compound; upbringing in Andor is primary identity. Consistent with book-3 application.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,60,Avin,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,61,Master Fitch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,62,Mutch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,64,Min,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,68,Mari,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,69,Cinda,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,75,Sara,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,63,Ara,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,66,Governor Adan,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,84,Arin,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,85,Dar,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,16,Thom Merrilin,from Baerlon area,"Baerlon, Andor",Phase 3: strip 'from ... area' style; apply compound-hierarchy. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,239,Catrine,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,240,Lidan,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,262,Seaghan,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,263,Ivon,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,264,Lady Arilyn,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,242,Mother Caredwain,Tremonsien (presumably),Tremonsien,Phase 3: strip '(presumably)' hedge. Tremonsien is a place name (village/town); kept bare.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,128,Raimun Holdwin,Andoran (from the local area),Andor,Phase 3: strip 'from the local area' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,243,Adeleas,Arafellin (lives in Arafel),Arafel,Phase 3: strip 'lives in Arafel' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,244,Vandene,Arafellin (lives in Arafel),Arafel,Phase 3: strip 'lives in Arafel' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,54,Aemon al Caar al Thorin,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,55,Eldrene ay Ellan ay Carlan,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,88,Caar,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,90,Thorin al'Toren al Ban,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,213,Ellisande,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,86,Mordeth,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,87,Balwen Mayel,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,120,Howal Gode,Whitebridge (from context),"Whitebridge, Andor",Phase 3: strip 'from context' hedge and apply compound-hierarchy. Howal Gode pattern; consistent with book-3 application.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,195,Alwyn al'Van,Two Rivers (Emond's Field),"Emond's Field, Two Rivers, Andor","Phase 3: compound-hierarchy expansion: village, region, nation. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,232,Whatley Eldin,Two Rivers (Emond's Field),"Emond's Field, Two Rivers, Andor","Phase 3: compound-hierarchy expansion: village, region, nation. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,104,Wil al'Seen,Two Rivers (from Deven Ride),"Deven Ride, Two Rivers, Andor","Phase 3: compound-hierarchy expansion: village, region, nation. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,248,Malena Aylar,Two Rivers (from Watch Hill),"Watch Hill, Two Rivers, Andor","Phase 3: compound-hierarchy expansion: village, region, nation. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,236,Maglin Madwen,"Lugard (originally), married a Cairhienin","Lugard, Murandy",Phase 3: strip marriage context; apply compound-hierarchy. Lugard is the capital of Murandy. Consistent with book-3 application.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,143,Galadedrid Damodred,Cairhienin (by father) / Andoran (by upbringing),Andor,Phase 3: Galadedrid Damodred. Collapse compound; upbringing in Andor is primary identity. Consistent with book-3 application.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,60,Avin,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,61,Master Fitch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,62,Mutch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,64,Min,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,68,Mari,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,69,Cinda,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,75,Sara,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,63,Ara,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,66,Governor Adan,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,84,Arin,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,85,Dar,Baerlon,"Baerlon, Andor",Phase 3: bare Baerlon -> compound-hierarchy with nation. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,16,Thom Merrilin,from Baerlon area,"Baerlon, Andor",Phase 3: strip 'from ... area' style; apply compound-hierarchy. Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,239,Catrine,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,240,Lidan,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,262,Seaghan,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,263,Ivon,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,264,Lady Arilyn,Cairhienin (presumably),Cairhien,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,160,Ramey,Andoran (presumably),Andor,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,413,Coline,Andoran (presumably),Andor,Phase 3: strip '(presumably)' hedge and normalize demonym to place name.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,242,Mother Caredwain,Tremonsien (presumably),Tremonsien,Phase 3: strip '(presumably)' hedge. Tremonsien is a place name (village/town); kept bare.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,54,Aemon al Caar al Thorin,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,55,Eldrene ay Ellan ay Carlan,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,88,Caar,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,90,Thorin al'Toren al Ban,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,213,Ellisande,Manetheren (historical),Manetheren,Phase 3: strip '(historical)' suffix. Manetheren is a destroyed nation but origin-identification is still meaningful (character has Manetheren heritage).
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,86,Mordeth,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,87,Balwen Mayel,Aridhol (historical),Aridhol,Phase 3: strip '(historical)' suffix. Aridhol is a destroyed/cursed nation but origin-identification remains meaningful.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,105,Bartim,Whitebridge,"Whitebridge, Andor",Phase 3.5: bare 'Whitebridge' -> compound-hierarchy with nation. Whitebridge is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,57,Master Hightower,Taren Ferry,"Taren Ferry, Two Rivers, Andor","Phase 3.5: bare 'Taren Ferry' -> compound-hierarchy: village, region, nation. Taren Ferry is a village in the Two Rivers (Andor)."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,105,Bartim,Whitebridge,"Whitebridge, Andor",Phase 3.5: bare 'Whitebridge' -> compound-hierarchy with nation. Whitebridge is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,57,Master Hightower,Taren Ferry,"Taren Ferry, Two Rivers, Andor","Phase 3.5: bare 'Taren Ferry' -> compound-hierarchy: village, region, nation. Taren Ferry is a village in the Two Rivers (Andor)."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,105,Bartim,Whitebridge,"Whitebridge, Andor",Phase 3.5: bare 'Whitebridge' -> compound-hierarchy with nation. Whitebridge is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,57,Master Hightower,Taren Ferry,"Taren Ferry, Two Rivers, Andor","Phase 3.5: bare 'Taren Ferry' -> compound-hierarchy: village, region, nation. Taren Ferry is a village in the Two Rivers (Andor)."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,34,Padan Fain,Lugarder,"Lugard, Murandy",Phase 4: 'Lugarder' is the demonym for someone from Lugard. Normalize to compound-hierarchy: Lugard is the capital of Murandy. Padan Fain pattern.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,34,Padan Fain,Lugarder,"Lugard, Murandy",Phase 4: 'Lugarder' is the demonym for someone from Lugard. Normalize to compound-hierarchy: Lugard is the capital of Murandy. Padan Fain pattern.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,89,Rhea,Borderlands (historical),,Phase 5 scrub: Rhea row. Text describes Aemon meeting her in the Borderlands; she is local to that area but text does not establish her as a Borderlands native. Origin not stated. Consistent with book-3 prior decision.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,129,Elaida,unknown (from Tar Valon),,"Phase 5 scrub: Elaida row. 'Tar Valon' is institutional inference (Aes Sedai HQ), not personal origin. Consistent with book-3 prior decision."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,25,Moiraine,unknown (not Two Rivers),,"Phase 5 scrub: Moiraine row in book 1. Her Cairhienin origin is not established until book 2 ('Royal Palace of Cairhien'); per spoiler-architecture, book 1 reader does not know it. NULL is correct for book 1."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,89,Rhea,Borderlands (historical),,Phase 5 scrub: Rhea row. Text describes Aemon meeting her in the Borderlands; she is local to that area but text does not establish her as a Borderlands native. Origin not stated. Consistent with book-3 prior decision.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,290,Luthair,Seanchan (historical),,"Phase 5 scrub: Luthair/Deain rows. They founded Seanchan / joined the founding expedition; 'Seanchan' is institutional, not personal origin. Consistent with book-3 prior decision."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,307,Deain,Seanchan (historical),,"Phase 5 scrub: Luthair/Deain rows. They founded Seanchan / joined the founding expedition; 'Seanchan' is institutional, not personal origin. Consistent with book-3 prior decision."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,129,Elaida,unknown (from Tar Valon),,"Phase 5 scrub: Elaida row. 'Tar Valon' is institutional inference (Aes Sedai HQ), not personal origin. Consistent with book-3 prior decision."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,277,the damane,"unknown (local woman, captured)",,Phase 5 scrub: the damane row. The hedge encodes 'locally captured by Seanchan' but no specific named origin. Placeholder removed.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,348,Rosel of Essam,unknown; from Essam,Essam,"Phase 5 conversion: Rosel of Essam row. 'Essam' is a verbatim text-named historical place of origin (Bk3 Ch21: 'Rosel of Essam'). Same category as Buad of Albhain, Blaes of Matuchin, Rogosh of Talmour. Strip 'unknown;' hedge, keep bare place name."
